ID,Group,Feature_1,Feature_2,Feature_3
ID450,A,2534.6503881730714,393.83778568068124,5642.269807319561
ID451,C,2495.3079421120815,383.414429972711,-2120.2547739605257
ID452,B,2547.7040827223123,396.77618454566897,5102.392484249641
ID453,B,2507.6821891060254,395.3794857372139,5018.489685372054
ID454,C,2371.700777581143,411.69490798404007,-1966.4719718714157
ID455,A,2599.626681944714,419.6546311917941,5688.504233666258
ID456,B,2450.624341683869,420.93525716184934,4877.697175067667
ID457,A,2344.341810134025,391.5674796013255,5079.3838329630435
ID458,B,2457.1884839034087,396.86167189383207,4895.599334550473
ID459,A,2650.075979063431,374.7484271166858,6077.629932000161
ID460,A,2585.0221742113495,387.91194900255715,5812.345399028275
ID461,A,2465.1347865592143,414.47277449646185,5331.190200500591
ID462,B,2465.074229568157,424.2337423532235,4926.523913142436
ID463,C,2467.836494878262,381.48476692180117,-2090.305101392626
ID464,B,2707.674798356084,391.1130361127066,5424.1320451636275
ID465,C,2538.1935452231555,399.6039136456161,-2134.56893522853
ID466,B,2543.004164719107,404.2024173822941,5089.802200924407
ID467,A,2603.028345403184,387.8559472011753,5875.436511281378
ID468,C,2523.8789159026514,406.3609156669613,-2135.944865714175
ID469,A,2474.0957854179296,392.8924097939363,5466.906771443951
ID470,C,2480.3650150915023,399.7832159368258,-2073.232173626513
ID471,A,2492.8398740585935,408.1942637200555,5425.348106032586
ID472,C,2496.2777763490158,400.0963340471641,-2099.1104079859424
ID473,A,2572.762954363698,393.4542116421015,5750.546117429056
ID474,C,2505.19458858073,398.3558529411125,-2108.452697052438
ID475,B,2573.264007721558,398.67455561191997,5150.534335041938
ID476,C,2491.9283419891417,394.4498345517681,-2080.3021060553992
ID477,A,2507.863519031609,396.11805905999347,5555.981462526934
ID478,B,2300.1799315467892,423.97970755757075,4584.613232772402
ID479,C,2591.632767470248,408.4137917191186,-2175.7541358674566
ID480,B,2534.648847589799,395.5677952295626,5085.244895014023
ID481,B,2599.801010985965,410.454316067661,5204.2437242202
ID482,C,2210.374462180631,394.99270765365986,-1802.2899894247394
ID483,B,2708.8374704780726,417.5968695637996,5441.822186304555
ID484,B,2486.041037184483,405.5446328829714,4984.366588922249
ID485,B,2610.8182816737517,398.39046783993655,5224.628266495204
ID486,C,2396.0094072874467,406.71575388715416,-1976.7525917112755
ID487,A,2561.277390506257,376.43685771897253,5803.386536921071
ID488,A,2394.6584436826342,383.09848796635293,5268.769727735557
ID489,C,2437.6231039304193,382.0911249040142,-2059.74894985497
ID490,C,2691.4031353866785,402.1441464214556,-2270.498028659237
ID491,B,2480.931759923665,425.98772499227636,4952.042375856026
ID492,B,2521.7432873179723,433.4695021928895,5061.874987332082
ID493,A,2587.006773068875,409.57076652161135,5719.164856083453
ID494,A,2549.5681887972605,407.51266712416685,5594.349556673324
ID495,B,2515.0418905143574,372.9841339877089,5034.495572544612
ID496,B,2536.4961002466225,391.85989300398967,5047.791882401426
ID497,B,2740.3415585238276,388.1832437213764,5488.189213249628
ID498,A,2494.2381202966417,390.68728602623327,5539.900708554626
ID499,C,2520.1099046714967,397.47784272122817,-2129.740333418093
ID500,C,2605.0654396007612,392.9186413345431,-2210.664225914751
ID501,C,2610.5525932957985,370.31050284436316,-2216.792201246432
ID502,B,2618.703030556038,411.218653841763,5231.337100660932
ID503,A,2563.8730222029185,383.9088546139029,5759.367902494561
ID504,C,2385.6995087269515,403.58870296166725,-1964.3308449357332
ID505,C,2663.3431532301097,431.1112400462496,-2208.680866897491
ID506,A,2385.3654606981313,386.20923112620363,5225.09457452555
ID507,C,2530.263546523903,362.04568715880504,-2156.080302940198
ID508,C,2424.5724149980642,395.70993667179835,-2012.7647673398951
ID509,C,2493.5861653407005,416.51439452497857,-2085.9815816061823
ID510,C,2532.876241030348,429.3752118133089,-2109.3246992414533
ID511,B,2532.135721545027,381.55675608321377,5079.041937247911
ID512,B,2542.1920754235284,407.4504883485478,5104.604322191559
ID513,C,2661.371126905865,393.0203431482992,-2261.5962134354736
ID514,C,2545.353430151398,398.41077468543796,-2157.5004277079847
ID515,A,2475.5843364709353,439.66515020525554,5252.2719917269205
ID516,A,2596.4087168288356,377.4554450740727,5895.5772743424
ID517,B,2618.947048892464,403.8060949224186,5233.87244441087
ID518,C,2377.2392184863006,407.0153975764815,-1966.1157668959436
ID519,C,2559.740006984986,416.2867948740902,-2124.8032870623188
ID520,A,2570.11727423109,401.4697473020634,5713.250797901579
ID521,B,2470.2436496640007,404.6207580925615,4945.465685332344
ID522,B,2637.570681331162,394.12527148867315,5280.700825023741
ID523,C,2484.9944412967475,404.0369041186766,-2080.4353611543497
ID524,C,2512.5576453471544,394.8521158675388,-2111.0078553053936
ID525,C,2482.692817571613,409.32357834784074,-2103.7239601561037
ID526,B,2501.557904758147,394.4558449593455,4999.556520007456
ID527,B,2390.3724913104797,405.6565059085328,4783.640845839961
ID528,A,2355.9949117405704,399.56105779472534,5056.367277244651
ID529,A,2659.4505063224974,416.8907537615825,5898.533629973319
ID530,C,2415.3038651681672,399.2290941461727,-2018.528425673828
ID531,C,2400.8607650543695,373.4045129768968,-2006.3905436976868
ID532,C,2284.6609886396286,418.9288225107099,-1846.8559294263405
ID533,C,2436.10382523105,386.41401548706074,-2055.2794765734075
ID534,B,2367.69102065925,390.1935049202677,4733.5719887797
ID535,C,2664.201516013637,391.06508058934764,-2274.0238062115905
ID536,C,2600.981708934263,420.61657139756227,-2185.785051250616
ID537,C,2431.1849654822277,367.96488679031955,-2060.8797788835705
ID538,A,2725.2435805344307,447.0662280048999,5931.300216752142
ID539,B,2598.1765486991594,415.84085213599076,5182.7857133790685
ID540,A,2467.516861649138,403.3485837119374,5393.280201074531
ID541,C,2250.0594285126426,399.1765899907557,-1843.3284835112252
ID542,B,2729.0942572590743,404.28331112286486,5448.5367254022285
ID543,A,2361.04275332364,407.8168364256901,5054.788343011622
ID544,C,2335.4601253043106,409.67823378925084,-1933.3608242650437
ID545,B,2602.257043200964,408.3340669900517,5207.552069258383
ID546,B,2743.975240633927,401.34371021882873,5497.794609419204
ID547,A,2638.4272818510517,397.0399236953901,5929.67887629976
ID548,C,2556.390912005236,397.73090074519735,-2153.203120314345
ID549,B,2559.4754341665284,397.0763757947098,5112.753712606406
ID550,C,2585.3415558780307,417.00655145300595,-2170.692603426162
ID551,B,2575.8928589786765,408.9033508342129,5149.315404786789
ID552,C,2528.1191423969376,355.89417048003577,-2181.183912075385
ID553,B,2510.4201103951877,409.8385116479464,5018.718930832986
ID554,B,2493.740687210048,402.92104292078164,4968.89795483373
ID555,C,2424.6035411133325,399.71936865331156,-2030.7780174257264
ID556,B,2471.9324923133227,394.1722232036667,4940.446478706209
ID557,A,2330.7043185804614,416.8616907997902,4904.73034471249
ID558,A,2490.166037320525,414.21289693184286,5396.53565795191
ID559,C,2401.140889284908,388.4068349826459,-2013.4752247005838
ID560,B,2389.641068278423,406.10578430686803,4785.0354347738785
ID561,C,2517.989415115348,385.42514898188074,-2122.070061243877
ID562,A,2639.20022863446,379.3057275281661,6013.274865540371
ID563,A,2591.8316606002313,390.5992416311505,5808.060363380271
ID564,A,2342.9499396376823,412.93590208574136,4951.665775537423
ID565,B,2401.0371863429664,414.2968756806413,4796.227937631594
ID566,B,2594.0771187988216,407.6962813014594,5183.931181783845
ID567,B,2401.751260646169,410.87643680272,4794.2625684979685
ID568,B,2477.5366850002974,407.7426743067244,4939.519970029596
ID569,C,2555.005209902455,390.3777760716557,-2170.1008837604895
ID570,B,2403.1655545136364,406.4788381701091,4808.5082284686405
ID571,B,2510.537550614596,412.00614287841523,5028.215454819219
ID572,C,2366.5974505081795,411.3143699472036,-1961.9721571982757
ID573,B,2439.863235604879,417.83370057211965,4874.770497344037
ID574,B,2531.978193414254,410.62455770801597,5052.83600712234
ID575,C,2340.700626646833,405.27172311312376,-1935.8061735782064
ID576,C,2544.04747379604,416.05225357474643,-2138.1763638315833
ID577,A,2498.0362201073317,399.6021811112641,5502.975288524569
ID578,C,2555.2489954417147,386.77188023158425,-2189.9075131133395
ID579,B,2522.391413406466,397.5539955408435,5040.467270743503
ID580,A,2636.4140429973845,388.82646032790325,5968.723115422938
ID581,B,2512.5224502647907,389.87232587538426,5027.250914725451
ID582,C,2457.059445887475,397.83221993926725,-2026.9108219804414
ID583,B,2512.2297503032282,388.1137011850006,5028.657100901271
ID584,A,2554.3298029036387,395.3805770554144,5674.037868271739
ID585,B,2504.8860070325704,371.5957799956932,5008.626443100072
ID586,A,2504.059169120388,403.19940561059406,5474.8655233065965
ID587,A,2429.8008312193247,400.01808213043336,5288.344886014246
ID588,A,2433.7099082449054,387.74367053397714,5352.414699380821
ID589,A,2359.7394728200306,409.8886850264861,5040.759676634383
ID590,A,2674.957674318694,414.0635520643984,5947.960779338944
ID591,A,2375.6136764608714,375.8866020344654,5246.006828220745
ID592,B,2430.709480220409,388.55912832150676,4853.792266343966
ID593,A,2428.15927344308,388.4628647531905,5363.029712785528
ID594,B,2589.492437694444,385.90145348336705,5175.129962195473
ID595,C,2470.505032170797,412.4421226289762,-2036.0722250200704
ID596,B,2624.774207267373,397.09260791840796,5259.318235680165
ID597,C,2432.650937575613,396.0322773803408,-2030.8338594672475
ID598,A,2527.8994162223803,369.9420645338987,5738.4127237654575
ID599,A,2416.4652946740243,409.5312704531384,5206.465099334975
ID600,A,2714.514912777339,381.41112407719794,6213.35704699388
ID601,A,2381.2401580970486,400.89898945399494,5135.8789262913615
ID602,A,2530.9820710227027,404.16065406937287,5582.284838375455
ID603,A,2563.37768809321,420.4098789375798,5587.4969033900425
ID604,A,2541.3799097451497,380.36769401321334,5705.438981007739
ID605,A,2481.471234112229,354.7073176626876,5670.248260616319
ID606,B,2487.0179300266573,402.75774317130544,4994.485126248381
ID607,A,2504.381147197911,427.0076677226628,5393.067803566835
ID608,B,2485.299799837151,418.58419529409156,4969.85555156191
ID609,B,2596.387911679491,403.14489122911937,5204.193214683679
ID610,C,2721.052300159135,392.6254572155193,-2332.8249271880322
ID611,A,2444.2508214992167,412.10683894955963,5251.771810707932
ID612,C,2363.0197020420924,385.39680700443296,-1988.716486895214
ID613,B,2491.1717951648743,407.1453665403433,5001.098255551847
ID614,A,2757.9709337654317,407.5820523874994,6232.714622376847
ID615,C,2419.632543203027,415.9031486124832,-2006.6500023430442
ID616,C,2663.911680544407,441.3949005836662,-2226.1148383160394
ID617,A,2667.7700814076443,405.8862395076815,5996.728685759402
ID618,A,2444.6411758292006,392.36554561438754,5391.607306400009
ID619,C,2556.8983079185277,399.6163853171201,-2130.6565598000298
ID620,C,2662.8396623128538,373.46386142666324,-2291.284343410991
ID621,A,2462.0872259012513,389.57930303366413,5441.912656400398
ID622,A,2479.641963989764,393.8607634283034,5451.422364234725
ID623,B,2441.8319086051356,392.1386740309811,4901.387030323691
ID624,B,2398.5243269307134,402.2853230805058,4783.035299246211
ID625,B,2435.0722454933994,387.663701014267,4872.745797751951
ID626,B,2377.6059733237744,416.8154600098671,4742.044316315954
ID627,B,2503.4083468259228,400.00310597377296,4999.750291730981
ID628,C,2423.0026768941357,399.8604951829206,-2033.1893308838114
ID629,A,2523.3785911790746,395.08157925230626,5587.433374147583
ID630,A,2344.4104353796374,402.3278602578847,5015.1225324117
ID631,C,2533.088023221446,412.3764739700145,-2127.2907747905324
ID632,C,2583.3528961608927,386.9930467643365,-2186.3598424551924
ID633,B,2300.6264357428545,390.12825266387114,4587.9945179689585
ID634,B,2537.405656984757,395.44410956835003,5077.457811093681
ID635,A,2622.766899247329,379.8119361479018,5983.8565268301445
ID636,B,2379.0358981308796,387.7111321041775,4751.9134398875985
ID637,B,2667.2572386837705,392.8566868968301,5325.89945067857
ID638,A,2541.9019009366043,413.1158377106909,5557.360218754196
ID639,A,2429.4988144241593,403.9384199350289,5282.961046097662
ID640,B,2494.4230922342294,402.9038486705132,4991.175476039899
ID641,A,2555.832691252172,412.76346943251957,5597.306155058627
ID642,A,2507.6005391412414,397.93942317400905,5538.911021367935
ID643,A,2553.8755992446368,405.85697274893334,5619.114428191207
ID644,A,2407.932640692063,398.45167370601257,5239.715867671442
ID645,A,2516.936082403608,403.98043524099444,5535.809358698272
ID646,C,2358.628550309502,391.2586201358263,-1971.0636318273423
ID647,B,2488.8773938651298,363.4177426258536,4967.691758148892
ID648,C,2409.609235853521,397.9858125672054,-2022.2635943537173
ID649,C,2426.4470057410235,421.3412220414991,-1998.6879756633734
ID650,B,2623.6093175210435,413.89323103362386,5261.966401071956
ID651,A,2609.131012059427,414.4809622688676,5747.340531869598
ID652,B,2560.913812090718,418.54196082709325,5127.328264624053
ID653,B,2390.768723532742,401.32986386442155,4756.493122842259
ID654,C,2468.35915503052,402.95973561108394,-2072.4148321873226
ID655,B,2621.3097699979185,390.73522156848475,5242.2468328013865
ID656,A,2514.1716913639902,395.25890715959423,5555.3043372902175
ID657,A,2731.9329539981695,409.2365672465671,6138.377949264197
ID658,B,2539.331783939437,418.05826655753225,5070.650213201247
ID659,B,2519.204911649003,397.908305864785,5041.916136037922
ID660,B,2469.0883535797498,393.2471610272288,4935.928758938623
ID661,B,2513.354090478228,400.00791938284897,4999.849406156556
ID662,C,2484.753016361946,409.0181012339367,-2101.18331695963
ID663,B,2570.810867668859,378.34217775799686,5134.3393532034315
ID664,A,2595.6702316794585,365.55728570294144,5964.716505556312
ID665,A,2421.401053949205,391.74194725762624,5272.523367446782
ID666,A,2366.876704644222,381.6893136112876,5186.186783762409
ID667,A,2316.37946268967,392.37789703529035,4980.9339286143495
ID668,A,2550.7991326912543,397.78329521773793,5680.140975323575
ID669,A,2389.663339382613,393.2012738646548,5198.36338708401
ID670,A,2284.710940704752,421.78701301706116,4749.793624845841
ID671,A,2538.8578604530962,404.9011714690348,5593.762809695165
ID672,C,2749.299951743279,404.50711539416244,-2370.359634106803
ID673,A,2499.392908846011,409.333107160651,5460.731677334358
ID674,B,2583.8490774451643,382.91750323328847,5170.282912955804
ID675,B,2508.1829358547566,415.586676811304,5022.465095385608
ID676,C,2490.111034680886,398.8635357019681,-2044.132646501682
ID677,A,2591.907648298777,410.0572092586182,5700.427543329258
ID678,B,2470.972545581135,383.92214150439764,4962.641450959403
ID679,C,2526.7392314071903,376.69361850975906,-2153.494983130235
ID680,C,2532.169780619601,412.2683448703754,-2116.4534888963894
ID681,C,2433.190954635695,405.6461428914628,-2028.0909586878474
ID682,A,2599.2042349536523,386.46922668463736,5860.175735436994
ID683,A,2482.5040243304593,386.9550537808796,5505.8988089481145
ID684,C,2424.4254840507156,416.88152176622157,-2003.5898574576179
ID685,C,2553.65098435704,382.1588216069901,-2189.6982471101105
ID686,B,2410.1532018208964,424.6400942988395,4829.313353652054
ID687,B,2502.8181157369127,386.49068898028196,5000.641898615202
ID688,A,2499.08810033558,409.57587888412576,5435.824074517626
ID689,C,2608.589556583158,395.07072286376524,-2218.9189880153426
ID690,A,2547.4698232879955,409.04781146623515,5612.256203135162
ID691,A,2497.4973041254857,391.8382899682871,5526.876441490827
ID692,B,2581.776629920029,397.5581064089156,5167.854703258573
ID693,B,2639.0207549017314,400.6137876309358,5269.270034494877
ID694,A,2555.781030635186,384.9671881632779,5751.602213288253
ID695,A,2501.035261984338,411.11236518130187,5455.770052911987
ID696,B,2368.816376764984,392.3017965029262,4759.816059529525
ID697,A,2393.488633692463,396.57100126989974,5195.5041273819
ID698,B,2469.477529564533,385.0847593808723,4946.978916786161
ID699,A,2439.0487797840715,361.5649951180703,5510.49817423633
ID700,B,2481.3028697014556,397.13458356099744,4978.156200785267
ID701,B,2505.6649924897106,436.1892313241937,5002.703996328117
ID702,A,2552.969275435673,411.7690643184704,5609.002568469195
ID703,B,2492.950122194091,399.71109430398405,4983.563876834782
ID704,A,2548.65016438262,396.05663756187596,5664.897047213179
ID705,A,2506.447441481012,400.3369883921807,5518.758412295513
ID706,C,2302.453343364613,408.2067867276281,-1891.2196718798646
ID707,A,2406.0664606181244,382.28780777036735,5305.365594485073
ID708,C,2485.5912444278383,416.7148254200331,-2066.299860809759
ID709,A,2379.0305257158893,410.73071973161865,5102.375395180322
ID710,C,2559.9928729996204,410.77278588561904,-2137.3946908866187
ID711,C,2653.0750832343697,406.5771360821459,-2236.068092042261
ID712,B,2621.876185169732,400.2942498654098,5238.285896027177
ID713,B,2478.6557129069793,410.0929185395023,4946.640535875219
ID714,B,2649.0726136849953,408.87721200612066,5309.608834068844
ID715,B,2514.8667457202114,394.68938933588464,5040.246052950781
ID716,C,2466.291402888196,391.3959734065465,-2057.2233813726375
ID717,C,2438.659733645906,401.5278444289298,-2044.379656728607
ID718,C,2469.753031351187,423.2353022724278,-2049.2723129430833
ID719,A,2461.182318145877,381.4133938651915,5456.8061751613695
ID720,C,2517.041622237549,377.9871210137134,-2143.764154496566
ID721,C,2516.0573981049865,402.47141261854773,-2101.6271393594857
ID722,A,2500.3046020153415,400.7633155278403,5491.499283856085
ID723,A,2543.693816974635,402.6001249655561,5625.766583638534
ID724,C,2619.064627478634,403.6592979686275,-2217.6913667819804
ID725,B,2594.955413544132,396.6519661804779,5193.799511426923
ID726,C,2351.5102031550095,422.34795157903125,-1942.9345482537663
ID727,A,2244.6078865098043,375.9864403228523,4854.913971310758
ID728,C,2593.431991123927,387.5725446282963,-2241.7530781464397
ID729,A,2363.312130158458,398.4511785977643,5095.437743588608
ID730,A,2477.5234598107318,375.3521678326875,5536.243861344176
ID731,A,2382.9886973940643,397.3621839335189,5176.62710671316
ID732,C,2319.801956241998,424.9220524859203,-1885.5510155229038
ID733,B,2554.1462728204788,400.3132973244394,5113.89259742455
ID734,B,2575.915516030265,403.46051358578023,5170.083106786442
ID735,B,2442.348959927328,381.0975285224113,4873.310921604758
ID736,C,2240.895770785509,390.75457887940786,-1829.1728335311143
ID737,B,2445.3755551747518,394.37205429514097,4901.937409120628
ID738,C,2539.1804005402546,395.2342735486565,-2146.7847904382256
ID739,B,2352.108843122587,419.22465692505654,4717.8451280113695
ID740,B,2518.3359919779155,408.36536591087685,5023.396461806891
ID741,B,2498.4690150827005,383.3281306459445,4987.043860227069
ID742,A,2557.929149960109,403.6975716764801,5647.99651481905
ID743,C,2511.9580368414154,407.47332622745176,-2110.8324431107317
ID744,B,2402.6931059118447,417.102235577819,4792.707520110566
ID745,A,2619.6571501664494,423.7081102985256,5755.107895811864
ID746,C,2484.147042697303,384.77358712258194,-2102.479708379159
ID747,B,2497.2695460490067,387.83713733184493,4998.769151718296
ID748,B,2406.6732040926804,381.13633211628076,4806.502191788397
ID749,C,2455.671774880849,396.48970211339525,-2081.029312374036
ID750,B,2411.51972859731,406.995375616695,4826.280145495317
ID751,A,2482.7053940076576,414.8100177488365,5351.119033573753
ID752,C,2671.1708480142343,398.8607346453622,-2273.1337219218976
ID753,B,2362.8098857068644,395.20228715117736,4709.199990947735
ID754,B,2338.6438602123258,402.2763698837311,4701.135032415421
ID755,A,2647.117032749361,387.47285647554963,6014.923168536431
ID756,C,2479.0676322848135,431.3430808254216,-2046.455505964134
ID757,B,2433.0927261340084,375.8850845932291,4881.349932399873
ID758,B,2603.9904687396074,402.77110868343584,5197.825145749626
ID759,C,2439.4384460263136,430.3540932884446,-2002.5626001938278
ID760,C,2682.6009713546937,400.1019976684,-2280.101248481669
ID761,A,2567.792587133927,397.14941447497756,5720.798930002898
ID762,A,2451.20885918543,394.63831865784357,5395.703226268353
ID763,A,2715.7308213265505,397.2941247735639,6169.511745345189
ID764,C,2439.428507699666,420.59272712014797,-2015.3710966256178
ID765,A,2574.2095372009308,366.8220713300574,5868.659605717766
ID766,B,2529.929258040649,423.0015055194449,5048.337960537945
ID767,C,2630.1741289398797,378.6406427132478,-2253.0059934297806
ID768,C,2656.151119672685,396.0002150614838,-2259.0304361198814
ID769,B,2503.2004149065765,393.5613336955201,4992.838385117066
ID770,C,2424.6582129653816,408.8282990465608,-1986.8897938118796
ID771,A,2545.997214293912,376.0281347217438,5776.047697936059
ID772,C,2432.2284630247896,406.9325899912291,-2018.0704531888505
ID773,A,2701.3387247526625,430.3646443493028,5953.057394846879
ID774,B,2513.6535331082737,379.5523899311078,5024.760558577734
ID775,C,2463.467844868789,402.84559251415595,-2072.0452738749
ID776,A,2518.468030586491,390.0702673330509,5605.982521316444
ID777,A,2365.2873710470303,406.38830809289556,5067.013603158326
ID778,C,2402.838596148935,400.2872166612363,-2017.452506393478
ID779,C,2620.0413907944426,390.37769636433535,-2225.6535774231684
ID780,B,2434.3105721028605,407.3180842730661,4866.758035619824
ID781,C,2395.308901731806,427.06522164680115,-1991.1373707795337
ID782,B,2553.6652752527284,397.13644312409053,5097.005930376103
ID783,A,2618.5704154663,410.7963691322227,5796.766134336726
ID784,B,2571.8953310665065,380.60090563193256,5166.442914021095
ID785,A,2599.6047685805815,385.65345434772985,5877.2256714975
ID786,C,2424.320491143054,407.08609416820565,-2033.260175804047
ID787,B,2357.8189333258156,422.2617404280395,4721.470302124643
ID788,B,2650.133365195549,405.3342002317849,5281.699082523837
ID789,B,2467.7320161157863,395.3041295421527,4948.456324878218
ID790,C,2474.916698354495,399.9893710813503,-2080.580823094959
ID791,A,2632.819414184906,381.24388399045426,5991.115188337577
ID792,B,2555.623000940066,409.0677298953305,5127.155561650638
ID793,B,2545.5887772081605,413.23499593485116,5075.73159159331
ID794,B,2716.5002344901086,393.21864500750377,5416.235050758862
ID795,A,2435.648176961986,392.9493677836075,5335.194500051768
ID796,C,2592.784012808124,403.9881734447807,-2176.3352931511113
ID797,C,2505.7013124897085,393.44920395939107,-2130.4842614360396
ID798,B,2526.8592278863257,399.00801078061266,5019.732588595324
ID799,C,2652.8468426412533,431.49582683749776,-2226.7649221046636
ID800,C,2550.7835756289624,396.29461448881005,-2147.868071541221
